Smiles,NET_pIC50_rat,DAT_pIC50_rat,DAT_pIC50_human,B1_pEC50_human,B3_pEC50_human,A1a_pEC50_human,B2_pEC50_human
Cc1noc(n1)c2ccccc2NCC3=NCCN3,,,,,,6.179798541,
CCCN1CCc2cc3OCOc3cc2[C@H]1Cc4ccccc4,,4.360513511,,,,,
C(N1CC2CCC(C2)C1)c3ccccc3,,4.614393726,,,,,
CNC[C@H](O)CCN1c2ccccc2N(c3ccccc3F)S1(=O)=O,,,5.6181632,,,,
OC1(CN2CCCC2)CCN(CC1)c3nc(Oc4cccc(F)c4)cc(n3)C(F)(F)F,,,8.801342913,,,,
OC(CNC1CCN(CC1)c2ncnc3sccc23)COc4ccc(O)cc4,,,,,7.619788758,,
COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,,,,,,,9.400000186
COc1ccc(cc1)C(CN(C)C)C2(O)CCCC2,5.236572006,,,,,,
O[C@@H](CN[C@H]1CCc2ccc(cc2C1)c3ccc(cc3)C(=O)O)c4ccc(Cl)cc4,,,,6.037630664,9.420216403,,
O[C@@H](CNC1CCN(CC1)S(=O)(=O)c2ccc3oc4ccccc4c3c2)COc5cccc6NC(=O)Nc56,,,,,7.15490196,,
COC(=O)[C@@H]([C@H]1CCCCN1Cc2ccccc2N=[N+]=[N-])c3cccc(I)c3,,,5.569280112,,,,
Clc1ccc(CCNCCNC2(CCCCC2)c3cc4ccccc4s3)cc1Cl,,6.759450752,,,,,
COC(=O)C1C2CCC(CC1c3ccc(F)c(F)c3)N2,8.200659451,8.251037139,,,,,
Clc1ccc(cc1)C23CCN(CC2)Cc4cc(OCCCc5cccnc5)ccc34,,,7.18243463,,,,
CCCCCCCCN1C(=O)NN(C1=O)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,7,,
OC(CNC1CCN(CC1)c2ncnc3scc(c4ccc(F)cc4)c23)COc5ccc(O)cc5,,,,8.200659451,8.508638306,,
Ic1ccc(CN2CCC(CCOC(c3ccccc3)c4ccccc4)CC2)cc1,5.93930216,9.017728767,,,,,
COC(=O)C1[C@H](C[C@H]2CCC1N2CC=C)OC(=O)c3ccccc3,,5.991399828,,,,,
COc1ccccc1CN(C)Cc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,,,,,,,8.494850022
COC(=O)[C@@H]([C@H]1CCCCN1Cc2cocc2)c3ccccc3,,6.338187314,,,,,
CC(C)N[C@@H]1CCN2C(=O)Nc3cccc([C@H]1O)c23,,,,,,,8.060480747
CN1C2CCC1C(C(C2)c3ccc(C)cc3)C(=O)OC\C=C/I,,7.408935393,,,,,
COC(=O)[C@H](C1CCCCN1)c2ccccc2OC,,3.8569852,,,,,
COC(=O)C1C2CCC(CC1c3ccc(I)cc3)O2,,,8.15490196,,,,
CNS(=O)(=O)CCc1ccccc1[C@@H]2Cc3nccn3C2,,,,,,7.920818754,
OC[C@@H]([C@H]1CCCCN1CCc2ccccc2)c3ccccc3,,5.840132153,,,,,
CCCCCCc1csc(n1)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,7.292429824,,
O[C@@H](CNCCc1ccc(Nc2ccccc2)cc1)COc3ccccc3,,,,8,4.920818754,,
Clc1cccc(c1)C2CNC(=O)C2c3ccccc3Cl,,,7.769551079,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(CCCC4CCCC4)cs3)cc1)c5cccnc5,,,,,7.585026652,,
Fc1ccc(CN2CCC(CCNC(c3ccccc3)c4ccccc4)CC2)cc1F,5.988429556,8.15490196,,,,,
CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)cc2,,,,6.823908741,9.585026652,,
CN1C2CCC1CC(C2)OC(c3ccc(Br)cc3)c4ccc(Br)cc4,,7.468521083,,,,,
Brc1ccc(cc1)C(=O)CSc2nnc(CCNC(=O)c3cccs3)n2CC=C,,,,,,,6.669586227
COC(=O)C1=C(CC2CCC1O2)c3ccc(Cl)cc3,,,6.623423043,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)n3ncc(Cc4ccc(F)cc4)n3)cc1)c5cccnc5,,,,,7.853871964,,
O[C@@H](CNCCc1ccc(NC(=O)Cc2nc3ccccc3n2Cc4ccccc4)cc1)COc5ccccc5,,,,6.853871964,,,
CCCNC(C)C(=O)c1cccc(Cl)c1,,6.100726813,,,,,
CN1CC(c2ccc3sccc3c2)c4ccc(NCCO)cc4C1,,,5.853871964,,,,
Oc1ccc(CC2(CCCCC2)NC(=O)Cc3ccccc3)cc1,,,,,,,5.126679398
Clc1cccc(c1)c2nnc(SCc3nc4ccccc4[nH]3)n2Cc5occc5,,,,,,,4.995678626
COc1ccc(cc1)[C@H]2C[C@H]3CC[C@H]([C@H]2C(=O)OC(C)C)N3C,,,7.853871964,,,,
COc1ccc(CCNCC(O)COc2ccc3N(Cc4ccccc4)CCCc3c2)cc1,,,,5.137749325,5.311580178,,5.229516191
COC(=O)C1[C@H](CC2CCC1N2C)OC(c3ccccc3)c4ccc(C)cc4,,,7.301029996,,,,
CC(NC1CC1)C(=O)c2cccc(Cl)c2,,6.273272791,6.576754126,,,,
CN(C)[C@@H]1CC[C@@H](c2cccc(c2)C(F)(F)F)c3ccccc13,5.853871964,5.214670165,,,,,
CN(C)C\C=C(/c1cccnc1)\c2ccc(Cl)cc2Cl,4.958607315,,,,,,
CN1C2CCC1C(C(C2)c3ccc(C)cc3)C(=O)OC4CCCC4,5.580374639,7.744727495,,,,,
Cc1cc(Oc2cccc(c2)C(F)(F)F)nc(n1)N3CCC4(CC3)CNCCO4,,,6.500312917,,,,
CC(C)(Cc1cc(F)cc(F)c1)NCC(O)c2cc(Cl)c(N)c(Cl)c2,,,,6.190440285,,,
COC(=O)[C@@H]([C@H]1CCCCN1Cc2ccccc2)c3ccccc3,,7.283996656,,,,,
Fc1ccc(cc1)C(OCCN2CC3CCC(C2)N3C\C=C\c4cccs4)c5ccc(F)cc5,,8.397940009,,,,,
Fc1cccc(Oc2cc(F)c(F)cc2N3CCC4(CNCCC4=O)C3)c1,,,6.869666232,,,,
CC(C)(Cc1ccc(NS(=O)(=O)N2CCN(Cc3ccccc3)CC2)cc1)NC[C@H](O)c4cccnc4,,,,,7.744727495,,
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(cc3)c4occc4)O2,,,7.193820026,,,,
CC(Cc1cccc(CC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
CCCCCCCCN1C=C(O)N(C1=O)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3,,,,,7.795880017,,
C(CN1CCN(CC1)c2ccccn2)Cn3nnnc3C(c4ccccc4)c5ccccc5,,,5.844663963,,,,
Cc1ccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)cc1,,,,7,6.22184875,,8
CC(N)Cc1ccc(I)cc1,6.003050752,,,,,,
Oc1cccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)c1,,8.244125144,,,,,
C(Oc1ccccc1c2ccccc2)c3cnc[nH]3,,,,,,7.795880017,
CSc1ccc(Oc2ccc(Cl)cc2CN(C)C)cc1,,,5.214670165,,,,
OC1(N2[C@H]3CCCC[C@@H]3N=C2c4ccccc14)c5ccc(Cl)cc5,,7.465973894,8.568636236,,,,
Cc1cc(C[S+]([O-])C(c2ccccc2)c3ccccc3)nc(C)n1,,,4.083019953,,,,
CN(C)C\C=C(/c1ccc(Br)cc1)\c2cccnc2,4.619788758,,,,,,
COC[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccc(Cl)c(Cl)c3)N2C,,,8,,,,
Clc1ccc(N2CCN(CCCn3nnnc3C(c4ccccc4)c5ccccc5)CC2)c(Cl)c1,,,5.444905551,,,,
CCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,,,,,,,8.102372909
NC(=O)Nc1cccc(OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34)c1,,,,6.958607315,6.823908741,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)n3ncc(n3)c4ccc(F)c(F)c4)cc1)c5cccnc5,,,,,7.853871964,,
COc1ccc(F)cc1CC[C@H]2CC[C@H](CCN)O2,,,4.5551748,,,,
CN1C2CCC1[C@H]([C@H](C2)c3ccc(Cl)c(Cl)c3)C(=O)OCCc4ccc(N=[N+]=[N-])c(I)c4,,7.838631998,,,,,
C1[C@H](Cn2ccnc12)c3ccccc3c4ccncc4,,,,,,7.091514981,
CN1[C@H]2CC[C@@H]1[C@H](C=C(Br)Br)[C@H](C2)c3ccc(Cl)cc3,,,8.853871964,,,,
Fc1cccc(Oc2cc(F)c(F)cc2N3CCC4(CC3)CNCC(F)(F)O4)c1,,,5.969805215,,,,
CN(C)CCC(N1CCCC1)c2cc3ccccc3s2,,,6.063989204,,,,
CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc3cccc(F)c3C,,,5.522878745,,,,
Cc1cc(Oc2cccc(F)c2)nc(n1)N3CCC4(CC3)CNCCO4,,,8.289882635,,,,
C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c2ccc(Cl)cc2,,,6.542118103,,,,
COC(=O)C1C2CCC(CC1c3cc(F)cc(F)c3)N2,8.387216143,8.628932138,,,,,
Cl.OC(CNCCCc1ccc(F)cc1)c2cc(O)cc3NC(=O)COc23,,,,,,,9.130000141
[O-][S@@+](Cc1cncs1)[C@@H](c2ccccc2)c3ccc(Br)cc3,,,5.795880017,,,,
NCC1C2CCC(C2)C1c3ccc(Cl)cc3,,7.187086643,,,,,
Cl.CSCC(C1CCNCC1)c2ccc(Cl)c(Cl)c2,,,7.102372909,,,,
C(OC1CCNCC1)c2ccc3ccccc3c2,,,5.886056648,,,,
C(C1=NCCN1)c2cccc3ccccc23,,,,,,7.200659451,
OC(CNCCc1ccc(NC(=[NH+]c2cccc(Oc3ccccc3)c2)[CH-][N+](=O)[O-])cc1)c4cccnc4,,,,,6.920818754,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(NC(=O)NC3CCCCC3)cc2)cc1)COc4ccc(O)cc4,,,,,8.721246399,,
NCC1CCC(CCc2c(F)c(F)c(F)c(F)c2F)O1,,,5.338281942,,,,
CC(Cc1cccc(CCC(=O)NCc2ccc(cc2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
CN1C2CCC1C=C(C2)C3c4ccccc4c5ccccc35,,,5.029188389,,,,
NC[C@@H]1C[C@@]1(C(=O)N(CC#C)CC#C)c2ccc3OCOc3c2,,,5.366531544,,,,
Cl.CCSc1ccccc1NCC2=NCCN2,,,,,,8.468521083,
CNCC[C@H](c1ccc(Cl)c(Cl)c1)c2cccc3ccccc23,,8.013228266,,,,,
C[N+](C)(C)CC(O)c1ccc(O)c(O)c1,,3.022733788,,,,,
C[C@H](Cc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)NC[C@H](O)c4cccnc4,,,,7.619788758,10.16115091,,
NC[C@@H]1C[C@@]1(C(=O)C2NCc3ccccc23)c4ccsc4,,,5.161150909,,,,
CNC(CC(C)C)C1(CCCCC1)c2ccc(Cl)c(Cl)c2,,,8.045757491,,,,
CN1[C@@H]2CCC1C([C@H](C2)OC(=O)c3ccccc3)C(=O)OCCc4ccc(cc4)N=[N+]=[N-],,6.643974143,,,,,
CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CC(C)(C)NC[C@H](O)c3ccccc3)cc2,,,,6.552841969,9.040958608,,
COc1ccc(cc1)C2C3CCC(CC3)C2CN,,6.603800653,,,,,
[O-][S+](Cc1csc(n1)C2CC2)C(c3ccccc3)c4ccccc4,,,5.387216143,,,,
Fc1cc2C(CNCc2cc1c3ccc4ncnn4c3)c5ccc(Cl)c(Cl)c5,,,7.080921908,,,,
CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccc(Cl)c(Cl)c4,,7.327902142,,,,,
CCN(CC)C(=O)[C@]1(C[C@H]1C[NH3+])c2ccsc2,7.721246399,5,,,,,
COC(=O)C1C2CCC(C[C@H]1OC(=O)c3ccccc3)N2,,6.518557371,,,,,
CN1CCCCCCCCCC(=O)OCC2C3CCC(CC2c4ccc1cc4)N3C,,,6.823908741,,,,
Fc1ccc(CN2CCC(CCOC(c3ccccc3)c4ccc(Cl)cc4)CC2)cc1,,7.280668713,,,,,
NS(=O)(=O)c1cccc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(NC=O)c2)c1,,,,7.602059991,6.698970004,,9.800000875
CN1[C@@H]2CCC1C([C@H](C2)OC(=O)c3ccccc3)C(=O)OCCc4ccc(N)cc4,,7.148741651,,,,,
CN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4ccc(Cl)c(Cl)c4,,7.619788758,,,,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2ccc(I)cc2,,7.853871964,7.958607315,,,,
OC1(N2CCN=C2c3ccccc13)c4ccc(F)cc4,,7.886056648,,,,,
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCCNC(=O)Cc3cccc(CC(C)(C)NC[C@H](O)c4ccc(O)c(NS(=O)(=O)C)c4)c3)ccc2O)C(C)C,,,,,,,8.091514981
CN1C2CCC1[C@H]([C@H](C2)c3ccc(C)cc3)C(=O)C(C\C=C\I)C\C=C\I,,7.327902142,,,,,
O=S1(=O)N(CCC2CNCCO2)c3ccccc3N1c4ccccc4,,,6.015922966,,,,
CC\C(=N\OC)\c1ccccc1NCC2=NCCN2,,,,,,7.060480747,
CS(=O)(=O)NC(c1ccc(F)cc1)c2onc(n2)c3ccc(cc3)S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4,,,,,7.958607315,,
CN1C2CCC1C(C(C2)c3ccc(Cl)cc3)C(=O)Oc4cccc(C)c4,5.561615893,8.026872146,,,,,
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccc(C)cc3)c4ccc(C)cc4,,5.595850751,,,,,
CN(C)CC1(CCCCC1)c2cccc(F)c2,,,6.262807357,,,,
CN1[C@@H]2CCC1C([C@@H](O)C2)C(=O)O,,8.327902142,,,,,
[O-][S+](Cc1nccs1)C(c2ccccc2)c3ccccc3,,,4.831797253,,,,
COC(=O)[C@@H]([C@H]1CCCCN1)c2ccc(C)cc2,,7.48148606,,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(COCC(=O)O)cc3,,,,5.795880017,7.180456064,,5.22184875
CC(C)Cc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3cccnc3)cc2,,,,6.30980392,9.494850022,,
COC(COc1ccccc1)CN(C)C2CCN(CC2)c3ncnc4scc(c5ccccc5)c34,,,,,6.823908741,,
CCCCCCCCN1C(=CN(C1=O)c2ccc(cc2)S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)O,,,,,0.690000001,,
CCOc1cc(CNCCc2ccc(cc2)S(=O)(=O)N)ccc1OCc3ccc(Cl)cc3,,,,,,,4.793174124
Cl.COc1ccc(CCC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,,,,8.091514981,,,10.45000415
NC(=O)Nc1cc(CCCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)cc(c1)C(F)(F)F,,,,7.301029996,7.602059991,,9
CN(C(=O)CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4cc(ccc4C)C(=O)Nc5ccc(CNC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67)cc5,,,,,,,9
CCOc1ccc2nc(NC(=O)CSc3nc4cccnc4n3C)sc2c1,,,,,,,5.612610174
CCOc1ccccc1CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,,,,,,,8.494850022
NC1(CCCCCC1)c2cc3ccccc3s2,,6.380906669,,,,,
C(CNC[C@H]1CCCN1CCOC(c2ccccc2)c3ccccc3)Cc4ccccc4,,6.896196279,,,,,
OC(CNCCCc1cccc(O)c1)c2ccc(O)c3NC(=O)C=Cc23,,,,6.659555885,,,10.43999767
O[C@@H](CNCCc1c[nH]c2ccccc12)c3cccc(NS(=O)(=O)c4cccs4)c3,,,,,7.677780705,,
Clc1ccc(cc1)C(OCCC2CCN(CCc3ccccc3)CC2)c4ccc(Cl)cc4,,6.93930216,,,,,
COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccc(C)cc3)N2C,,,7.991399828,,,,
CN(C)C1CCC(=CC1)c2c[nH]c3ccc(cc23)C#N,,,7.013228266,,,,
C(CC1CCN(CCc2ccccc2)CC1)OC(c3ccccc3)c4ccccc4,,7.974694135,,,,,
Clc1cccc(OC(C2CCNCC2)c3ccncc3)c1Cl,,,7.22184875,,,,
CN(CCCCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1C)C(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6,,,,,,,9
COc1ccccc1OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34,,,,8.017728767,8.602059991,,
NCC1(CCCCC1)c2ccc(cc2)c3ccccc3,,,6.001740662,,,,
Cc1ccc(cc1)c2nc(NC(=O)c3nn(C)cc3[N+](=O)[O-])sc2C,,,,,,,5.092051478
CCCC(N1CCCCC1)C(=O)c2ccc(Cl)c(Cl)c2,,,6.176525771,,,,
COc1ccc(cc1)c2cc(on2)C3C4CCC(CC3c5ccc(Cl)cc5)N4C,6.118045029,8.804100348,,,,,
Fc1cc(ccc1Cl)C(CC2CNC2)Oc3ccccc3,,,7.48148606,,,,
COc1ccc(NC(=O)Nc2ccc(C[C@@H](CO)NC[C@H](O)COc3ccccc3)cc2)cc1,,,,8.657577319,8.602059991,,
CCC(NC(CC(C)C)C1(CCC1)c2ccc(Cl)cc2)C(=O)[O-],,,7.244887734,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3oc(Cc4cc(F)c(F)c(F)c4)nc3)cc1)c5cccnc5,,,,,8.036212173,,
COC(=O)C1C2CCC(CC1c3ccc(cc3)C(C)C)N2,,6.494850022,,,,,
FC(F)(F)c1cccc(c1)N2CCN(CCCn3nnnc3C(c4ccccc4)c5ccccc5)CC2,,,5.253365801,,,,
COc1ccc(F)cc1CC[C@@H]2CC[C@H](CN)O2,,,4.46470588,,,,
CN(C)C1CC(c2ccc(Cl)c(Cl)c2)c3ccc(F)cc13,7.677780705,8.431798276,,,,,
Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2)cn1,,,,,7.585026652,,
Fc1ccc(cc1)[C@@H]2C[C@@H](N3CCN(CCN4CCNC4=O)CC3)c5cc(F)ccc25,5.602059991,5.244125144,,,,,
CN1C2CCC1[C@H]([C@H](C2)OC(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)OCCc5ccc(N)cc5,,8.096910013,,,,,
Fc1ccc2cc(CCN3CCNCC3)ccc2c1,,,4.619788758,,,,
Fc1ccc(cc1)C(OCCN2CCN(CCCc3cccnc3)CC2)c4ccc(F)cc4,,7.795880017,,,,,
O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(Cc3nc(cs3)c4ccc(F)cc4)cc2)cc1)c5ccccc5,,,,,8.022276395,,
CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc3ccccc3Cl,,,5,,,,
CC(C)(CCc1ccccc1)NC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23,,,,5,,,10.6799992
CNC[C@@]1(CC[C@@](C)(O)CC1)c2ccc3ccccc3c2,,,7.397940009,,,,
CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc3cccc(O)c3C,,,5.397940009,,,,
COC(=O)C1=C(CC2CCC1O2)c3ccc(Cl)c(Cl)c3,,,7.920818754,,,,
CCOC(=O)c1ccc(NC(=O)Cn2nnc(n2)c3ccccc3)cc1,,,,,,,5.928117993
O[C@@H](CN[C@H]1CCc2ccc(cc2C1)c3ccc(cc3)C(=O)O)c4cccnc4,,,,,7.886056648,,
COC(=O)C1[C@H](CC2CCC1N2C)OC(c3ccc(Br)cc3)c4ccc(I)cc4,,,6.410050399,,,,
[O-][S+](Cc1cc(on1)C2CC2)C(c3ccccc3)c4ccccc4,,,4.413412695,,,,
CN(C)[C@@H]1C[C@H](Oc2ccccc2C)c3ccccc13,,,5,,,,
COc1ccc(OC)c(CCN)c1,,,,,,4.958607315,
Cl.COc1cccc(CCC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)c1,,,,8.251811973,,,10.56000453
CCCc1ccc(OCc2onc(n2)c3ccc(NC(=O)c4cccs4)cc3)cc1,,,,,,,6.268411235
C(OC(C1CNC1)c2ccccc2)c3ccccc3,,,6.00656377,,,,
CS(=O)(=O)c1cccc2c(CCNC[C@H](O)c3cccc(NS(=O)(=O)c4ccc(Br)s4)c3)c[nH]c12,,,,,8.552841969,,
Fc1cc2C(CNCc2cc1C3=NNC(=O)C=C3)c4ccc(Cl)c(Cl)c4,,,7.431798276,,,,
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(CC4=C(O)N(CC(=O)O)C(=O)S4)cc3,,,,,7.468521083,,
CCCCCC(C1CCCCN1)c2ccc(Cl)cc2,,,7.346787486,,,,
Fc1ccc(CCN2CCCC(CNCCOC(c3ccccc3)c4ccccc4)C2)cc1,,,6.301029996,,,,
CNC1CC(c2ccc(Cl)c(Cl)c2)c3ccc(O)cc13,8.200659451,9.283996656,,,,,
C(Oc1ccccc1c2oncc2)C3=NCCN3,,,,,,8.200659451,
CCc1ccc(cc1)C2CC3CCC(N3)C2C(=O)OC,6.913640169,7.301029996,,,,,
OCC(NCCc1cccc(O)c1)c2ccc(O)c3NC(=O)C=Cc23,,,,,,,6.100179498
CC(N1CCCCC1)C(=O)c2cccc(Br)c2,,,6.124938737,,,,
CN(C)C1CC(c2ccc(Cl)cc2Cl)c3ccccc13,7.045757491,7.468521083,,,,,
CNC1CC(c2cccc(Cl)c2)c3ccccc13,7.721246399,9.920818754,,,,,
Cc1ccc(NC(=O)C(N2CCOCC2)c3ccc(Cl)cc3)cc1,,,,,,,5.821023053
CC(=O)Nc1cc(Oc2ccc3CC[C@@H](Cc3c2)NC[C@H](O)c4cccc(Cl)c4)cc(c1)C(=O)O,,,,6.443697499,8.886056648,,
O[C@@H](CNCC1CCN(CC1)S(=O)(=O)c2ccc(NC(=O)Nc3ccccc3)cc2)COc4ccc(O)cc4,,,,6.310691141,6.869666232,,
O[C@@H](CNCc1ccc(NC(=O)CCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(Cl)c1)c5ccc(O)c6NC(=O)C=Cc56,,,,,,,9.599999383
CCCNC1CC(c2ccc(Cl)c(Cl)c2)c3ccccc13,9.180456064,8.180456064,,,,,
Cn1ccnc1c2ccccc2NCC3=NCCN3,,,,,,8.200659451,
CN1[C@H]2CC[C@@H]1[C@@H](C#C)[C@H](C2)c3ccc(Cl)cc3,,,8.443697499,,,,
O[C@@H](CNCCc1ccc(NC2CCN(CC2)C(=O)NCc3ccc(F)cc3F)cc1)COc4ccc(O)cc4,,,,6.337242168,7.522878745,,
CNC1CC(c2ccc(Cl)cc2Cl)c3ccccc13,8.214670165,7.823908741,,,,,
CC(=O)NCc1cccc(OC[C@@H](O)CNCCc2ccc(NC(=O)Nc3ccccc3)cc2)c1,,,,4.896196279,,,5.006916639
COC(=O)[C@@H]([C@H]1CCCCN1CCc2ccccc2)c3ccccc3,,6.168770306,,,,,
CC(C)(Cc1cccc(c1)C(F)(F)F)NCC(O)c2ccc(O)c(CO)c2,,,,5.728390699,,,6.882728704
Cl.CCSCC(C1CCNCC1)c2ccc(Cl)c(Cl)c2,,,7.142667504,,,,
C[C@H](CNc1cccc(CCS(=O)(=O)NS(=O)(=O)c2ccccc2)c1)NC[C@H](O)c3cccc(Cl)c3,,,,,8.795880017,,6
C[C@H](CNc1cccc(c1)c2nc(cs2)C(=O)O)NC[C@H](O)c3cccc(Cl)c3,,,,7.102372909,,,6.801342913
CC[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c2cc(O)cc(O)c2,,,,,,,7.769551079
CN(Cc1ccc(F)cc1)C2CCC(C(c3ccccc3)c4ccccc4)N(C)C2,5.15490196,6.647817482,,,,,
O[C@@H](CN[C@H]1CCc2ccc(cc2C1)c3ccc(cc3)C(=O)O)c4ccccc4Cl,,,,6.207608311,7.420216403,,
CCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2,,,,,7.167491087,,
C[C@@H](Cc1ccc2ccccc2c1)NC[C@H](O)c3cc(O)cc(O)c3,,,,,,,8.119186408
COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccccc3)N2C,,,6.995678626,,,,
Fc1ccc(cc1)C(NCC2CCN(CCc3ccccc3)CC2)c4ccc(F)cc4,,7.185086819,,,,,
COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(c3ccc(Cl)cc3)c4ccc(Cl)cc4,,8.609064893,,,,,
OC[C@H](Cc1ccc(NC(=O)Nc2ccccc2)cc1)NC[C@H](O)COc3ccccc3,,,,7.698970004,9.301029996,,
CN(C)[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1,,,6.754487332,,,,
OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCOCc2ccc(Cl)cc2,,,,,,,8.602059991
CCCC[Sn](CCCC)(CCCC)c1cccc(c1)C2CC3CCC(C2C(=O)OC)N3C,,,5.958607315,,,,
COC[C@@H]([C@H]1CCCCN1)c2ccccc2,,7.01278077,,,,,
O[C@@H](CNCCc1ccc(cc1)c2csc(n2)C(F)(F)F)c3cccnc3,,,,,5.347753659,,
CN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4cccc(Br)c4,,6.747146969,,,,,
CN1C2CCC1C(C(C2)c3ccc(Cl)cc3)C(=O)Oc4ccc(Cl)cc4,5.311313276,7.259637311,,,,,
COC(=O)C1C2CCC(CC1c3ccc(F)c(C)c3)N2C,6.829738285,7.863279433,,,,,
OCC(NCCc1ccccc1)c2ccc(O)c3NC(=O)C=Cc23,,,,6.079876674,,,8.795880017
CC(C(=O)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)n3nc(C)cc3C,,,,,5.852632892,,
COC(=O)C1=C(CC2CCC1O2)c3oc4ccccc4c3,,,6.457174573,,,,
CCCCCCCCNC(=O)N1CCC(CC1)Nc2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2,,,,,5.991399828,,
CNC(C)Cc1ccc2OCOc2c1,,,5.84103474,,,,
CCC[C@@H](Cc1ccc(OC)cc1)NC[C@H](O)c2cc(O)cc(O)c2,,,,,,,5.214670165
CN1C2CCC1C([C@@H](C2)OC(=O)c3ccccc3)C(=O)OCCc4ccccc4,,6.605548319,,,,,
CC(Cc1cccc(CNC(=O)c2cccc(c2)N(C)C(=O)CCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccccc5)c1)NC[C@H](O)c6ccc(O)c7NC(=O)C=Cc67,,,,,,,9
