smiles,pEC50_GluN_e2z1_rat,pEC50_GluN_e3z1_rat,pEC50_GlyT1_human,pEC50_GlyT2_human,pIC50_GABAa1b2g2_human,pEC50_GluA_human,pKi_GABA_a1b3g2_human,pKi_GABA_a2b3g2_human,pKi_GABAa5b3g2_human,pKi_GABA_a3b3g2_human
FC(F)(F)COC(=O)c1cc2c(cn1)[nH]c1ccc(cc21)-c1ccco1,,,,,,,7.585026652,6.844663963,6.896196279,6.931814138
FC(F)(F)C(OC(=O)c1cc2c(cn1)[nH]c1ccccc21)C(F)(F)F,,,,,,,8.399027104,8.096910013,6.336299075,7.494850022
C(Oc1ccccn1)c1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,6.356547324,6.638272164,7.236572006,6.920818754
Cc1cc(Cc2nc3-c4ccccc4-n4cnc(C)c4Cn3n2)on1,,,,,,,,,8.795880017,
On1cc(C2CCNCC2)c(n1)-c1c[nH]cn1,,,,,4.499996932,,,,,
COc1ccc2ncc3c([nH]n(-c4ccccc4)c3=O)c2c1,,,,,,,9.958607315,10,9.698970004,10.04575749
Clc1ccc-2c(c1)-c1ncnn1Cc1c(ncn-21)C1CC1,,,,,,,,,8.026872146,
CC(C)Oc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(Cl)c2)cc1,5.420216403,5.769551079,,,,,,,,
CC(C)Oc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1F)C#N)S(C)(=O)=O,,,7.15490196,,,,,,,
C[C@H](Oc1ccc(cc1C(=O)N1CCN(CC1)c1ncc(cc1F)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,7.397940009,,,,,,,
Cc1ccn2c(cnc2c1)-c1cccc(c1)-c1ccccc1C#N,,,,,,,8.346787486,8.431798276,8.920818754,8.443697499
CS(=O)(=O)c1ccc(OC2CCCC2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1F)C#N,,,7.920818754,,,,,,,
Cc1csc(n1)-c1cc(-c2ccccc2)c2-c3cnccc3CCCn2c1=O,,,,,,,9.15490196,9.397940009,,9.397940009
Fc1ccc(cc1)[C@@H]1CNC(=O)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccc(F)cc1,,,5.973058372,,,,,,,
CCC1(CCCCC1)N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1,,,5.83386603,,,,,,,
CN1Cc2c(ncn2-c2ccc(cc2C1=O)N=C=S)C(=O)OC(C)(C)C,,,,,,,7.769551079,7.468521083,8.602059991,7.301029996
Cc1c(F)c(Nc2ccc(cn2)-c2cn(C)cn2)cc2n(CC3CC3)cnc12,,,,,,,,7.619788758,,
CCOC(=O)c1ncn-2c1[C@@H](C)N=C(c1ccccc1F)c1cc(ccc-21)C#C,,,,,,,6.119758224,6.11407366,7.022276395,6.11407366
CN1c2ccc(Br)cc2C(=NCC1=O)c1ccccc1,,,,,,,8.026872146,8.031517051,8.113509275,7.508638306
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)C(O)=O,4.313363731,,,,,,,,,
C[C@H](Oc1ccc(cc1C(=O)N1Cc2ccc(cc2C1)C1CCOCC1)S(C)(=O)=O)C(F)(F)F,,,7.853871964,,,,,,,
C[C@]12CC(=O)[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2CC#N,,,,,5.991399828,,,,,
[O-][N+](=O)c1ccc(N2CCOCC2)c(c1)C(=O)N1CCN(CC1)c1ccc(c(Cl)n1)C(F)(F)F,,,7.48148606,4.619788758,,,,,,
NC12CC3CC(CCCO[N+]([O-])=O)(C1)CC(CCCO[N+]([O-])=O)(C3)C2,,,,,,,,,,
COc1ccc(cc1)-c1cc(-c2nc(C)ns2)c(=O)n(C)c1-c1ccncc1,,,,,,,7.045757491,7.37675071,,7.602059991
CC(C)S(=O)(=O)NCC(C)c1ccc(cc1)-c1ccc(N)cc1,,,,,,6.886056648,,,,
O=C(N1CCc2ccccc2C1)C(=O)c1c[nH]c2ccccc12,,,,,,,,6.167491087,,6.142667504
CCOC(=O)c1[nH]cc2nc3ccc(OCc4cccc5ccccc45)cc3c2c1COC,,,,,,,7.812479279,6.53313238,6.490797478,6.53313238
COc1ccc(OCC2N(Cc3cccc(Cl)c3)C(=O)Cc3cc(OC(C)C)ccc23)cc1,,6.400116928,,,,,,,,
COc1ccc(OCC2N(CCc3cc(ccc23)N2CCCCC2)C(=O)c2cccc(Cl)c2)cc1,5.30980392,5.638272164,,,,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccn1)-c1ccccc1F,,,,,,,,8.853871964,,8.853871964
CCCOc1cc2c(c[nH]1)nc1ccccc21,,,,,,,8.27572413,7.281498311,6.228412519,7.161150909
CCn1ncn2c(cnc2c1=O)-c1ccc(F)c(c1)-c1ccc(F)cc1C#N,,,,,,,8.619788758,8.468521083,9.022276395,8.468521083
COc1ccc(OC)c(c1)-c1c(F)ccc2c(N)c(nnc12)C(=O)NC1CC1,,,,,,,,8.93930216,,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCC(O)=O,4.559090918,,,,,,,,,
COc1cccc(c1)C1(O)CCCCC1N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1,,,5.58519372,,,,,,,
C[C@@]1(C[C@H]1[C@H](N)C(O)=O)C(O)=O,7.346787486,6.906578315,,,,,,,,
CCC(CNS(=O)(=O)C(C)C)c1ccc(cc1)C(C)(C)C,,,,,,5.698970004,,,,
COc1nn2c(nnc2c2ccccc12)-c1ccccc1,,,,,,,6.853871964,6.795880017,7.408935393,6.920818754
CS(=O)(=O)c1ccc(OCc2ccccc2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1F)C#N,,,5.793174124,,,,,,,
COc1ccc(COc2nn3c(nnc3c3ccccc23)-c2ccccc2)cc1,,,,,,,6.698970004,6.657577319,6.795880017,6.721246399
CCOC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(=O)c1ccncc1,,5.013228266,,,,,,,,
CCSc1ccc(c2CCCC(=O)c12)-c1ccccn1,,,,,,,,,6.987162775,
[O-][N+](=O)c1ccc(N2CCOCC2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1)C(F)(F)F,,,7,5.48148606,,,,,,
Cc1ncn-2c1Cn1ncnc1-c1cccc(F)c-21,,,,,,,,,7.193820026,
CCCNC(=O)c1nnc2c(c(F)ccc2c1N)-c1ncccn1,,,,,,,,8.22184875,,
CCCCCN1CNC(=O)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,7.468521083,4.455931956,,,,,,
CC(C)S(=O)(=O)NCC(C)c1ccc(cc1)C(C)(C)C,,,,,,5.920818754,,,,
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1cccnc1,,,,,,,6.823908741,7.167491087,8.187086643,7.602059991
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1cnccn1,,,,,,,7.795880017,8.187086643,8.677780705,8.522878745
CCOC(=O)c1ccc(cc1)C1N(CCc2c(C)[nH]c3ccccc23)C(=O)C(O)=C1C(C)=O,,4.886056648,,,,,,,,
CN1Cc2c(ncn2-c2ccc(Cl)cc2C1=O)C(C)=O,,,,,,,4.75609423,4.470646655,4.530177984,4.655116721
CC(C)(O)c1ccn2c(cnc2n1)-c1ccc(F)c(c1)-c1ccc(F)cn1,,,,,,,8.795880017,8.71219827,9.37675071,8.71219827
N[C@@H](CC1=CCCCc2o[nH]c(=O)c12)C(O)=O,,,,,,4.823908741,,,,
O=C1NCN(C2CCC2)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,5.823908741,,,,,,,
COc1ncc(C)cc1-c1cccc2c(N)c(nnc12)C(=O)NC1CC1,,,,,,,,8.540607512,,
COc1ccc(cc1)C1(CCCN(C)C1)NC(=O)c1c(OC)cc(cc1SC)C(F)(F)F,,,6.769551079,,,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1cccs1)-c1ccccc1F,,,,,,,,10,,10
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1ccc2ccccc2n1,,,,,,,6.318758763,6.698970004,8.022276395,7.113509275
COc1ccc(\C=C\C2N(CCc3cc(OC)c(OC)cc23)C(=O)c2ccccc2)cc1,,4.455931956,,,,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1cccnc1)-c1ccccc1F,,,,,,,,9.008773924,,9.008773924
Cc1ccccc1C(NC(=O)CNC(=O)c1ccc(F)cc1)c1ccccc1,,,5.392544977,,,,,,,
Cc1ccc(cc1)C1CNC(=O)C11CCN(CC1)C1(CCCCC1)c1ccccc1,,,6.8569852,,,,,,,
Fc1ccc-2c(c1)-c1ncnn1Cc1cncn-21,,,,,,,,,8,
Cc1ncn-2c1Cn1cnnc1-c1cc(Br)ccc-21,,,,,,,,,6.823908741,
Fc1ccc(C#N)c(c1)-c1cc(ccc1F)-c1cnc2nc(ccn12)C(F)(F)F,,,,,,,9.187086643,9.207608311,9.585026652,9.207608311
COc1cc(cc(SC)c1C(=O)NC1(CCCN(C)C1)c1ccncc1)C(F)(F)F,,,7.22184875,,,,,,,
N#Cc1cccc(c1)-c1cnnc(c1)-c1ccccc1,,,,,,,8.15490196,7.853871964,8.283996656,7.853871964
COc1ccc(OC[C@@H]2N(CCc3cc(OC(C)C)ccc23)C(=S)c2cccc(Cl)c2)cc1,,5.769551079,,,,,,,,
OC1(CCCCC1N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1)c1cccc(F)c1,,,7.022276395,,,,,,,
NC(Cc1c(o[nH]c1=O)-c1nnn(Cc2ccccc2)n1)C(O)=O,,,,,,3,,,,
CCc1cnn(O)c1C(N)C(O)=O,,,,,,,,,,
CCCNC(=O)c1nnc2c(cccc2c1N)-c1ccccc1C,,,,,,,,8.709965389,,
Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ncn(C)n2)n1,,,,,,,,,6.670195478,
CCOC(=O)c1ncn-2c1Cn1c(Cc3ccccc3)nnc1-c1cc(Br)ccc-21,,,,,,,,,7.718966633,
FC(F)c1ccc-2c(c1)-c1ncnn1Cc1c(Cl)ncn-21,,,,,,,,,8.958607315,
CCOc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2ccc(F)c(F)c2)cc1,5.431798276,5.744727495,,,,,,,,
CCOC(=O)c1ncn-2c1Cn1ncnc1-c1cc(Br)ccc-21,,,,,,,,,9.522878745,
Cc1ncc2Cc3c(Cl)ncn3-c3ccc(Br)cc3-c2n1,,,,,,,,,7.214670165,
CS(=O)(=O)c1ccc(C2CCCCC2)c(c1)C(=O)N1CCN(CC1)c1ccc(cc1)C(F)(F)F,,,7.602059991,,,,,,,
N#Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)c1,,,,,,,,6.744727495,8.107905397,7.180456064
CCOC(=O)C1CCCN(C1)C(=O)C(=O)c1c[nH]c2ccccc12,,,,,,,,6.408935393,,6.004364805
C(Oc1cc2c(c[nH]1)nc1ccccc21)c1ccccc1,,,,,,,6.080921908,5.522878745,5,5.522878745
CCOC(=O)c1ncn-2c1CN=C(c1ccc(C)cc1)c1ccccc-21,,,,,,,,,6.041914151,
C[C@H](Oc1ccc(cc1C(=O)N1Cc2ccc(nc2C1)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,6.602059991,,,,,,,
Fc1ccc(c(F)c1)-c1cc(cnn1)-c1cccc(c1)C#N,,,,,,,,7.638272164,7.769551079,7.638272164
Fc1ccc-2c(c1)N(Cc1c(ncn-21)-c1noc(n1)C1CC1)C(=O)N1CCOCC1,,,,,,,,9.15490196,,
CCOc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(c2)C(F)(F)F)cc1,5.619788758,5.886056648,,,,,,,,
COc1ccc(OCC2N(CCc3cc(OC)c(OC)cc23)C(=O)c2cccc(Br)c2)cc1,,6.045757491,,,,,,,,
CCc1c([nH]cc2nc3cc(OC)c(OC)cc3c12)C(=O)OC,,,,,,,8.244125144,8.080921908,8.638272164,8.124938737
COc1ccc(OCC2N(CCc3cc(ccc23)N2CCOCC2)C(=O)c2cccc(Br)c2)cc1,5.318758763,5.522878745,,,,,,,,
CC(C)COc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1F)C#N)S(C)(=O)=O,,,8,,,,,,,
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1ccncc1,,,,,,,6.853871964,7.086186148,8.327902142,7.886056648
COCCN1CNC(=O)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,5.27572413,,,,,,,
CCOC(=O)c1nc2n(n1)c1ccccc1[nH]c2=O,,,,,,,,,,
C[C@@]12CCC[C@H]1[C@@H]1CC=C3C[C@H](CC[C@]3(C)[C@H]1CC2)OC(=O)CCCC(O)=O,5.283996656,,,,,,,,,
Cc1ncn-2c1Cn1nccc1-c1cc(Br)ccc-21,,,,,,,,,7.308918508,
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1ccc(cc1)S(C)(=O)=O)S(C)(=O)=O)C(F)(F)F,,,7,,,,,,,
CCCN1CNC(=O)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,6.346787486,,,,,,,
Cc1cn2Cc3c(C)ncn3-c3ccc(Br)cc3-c2n1,,,,,,,,,6.924453039,
CC(Oc1ccc(cc1C(=O)N1CCN(CC1)c1cnc(cn1)C(F)(F)F)S(C)(=O)=O)C(F)(F)F,,,6.958607315,,,,,,,
CC(C)c1noc(n1)-c1ncn-2c1[C@@H]1CCN1C(=O)c1cc(ccc-21)C#C,,,,,,,6.806875402,7.055517328,8.070581074,6.913640169
CC(C)Oc1cc(cnn1)-c1cccc(Br)c1,,,,,,,7.585026652,7.22184875,7.443697499,7.22184875
On1cc(C2CCNCC2)c(n1)-c1ccc(cc1)-c1ccccc1,,,,,5.853871964,,,,,
On1cc(C2CCNCC2)c(Cc2ccccc2)n1,,,,,5.080921908,,,,,
Fc1ccccc1-c1nnc2c3C4CCC(CC4)c3c(OCc3ccccn3)nn12,,,,,,,7.552841969,7.795880017,9.26760624,8.214670165
Brc1c(Cc2c(s[nH]c2=O)C2CCNCC2)ccc2ccccc12,,,,,,,8.522878745,,,
CCOC(=O)c1ncc2[nH]c3cccc(OC(C)C)c3c2c1C,,,,,,,6.863279433,6.863279433,,6.863279433
CCCNC(=O)c1nnc2c(cccc2c1N)-c1cc(OC)ccc1OC,,,,,,,,7.7000571,,
Cc1ncn-2c1Cn1ncnc1-c1cc(ccc-21)C(F)(F)F,,,,,,,,,7.744727495,
COC(=O)c1ccc(cc1)C1N(CCc2c(C)[nH]c3ccccc23)C(=O)C(O)=C1C(C)=O,,4.795880017,,,,,,,,
COc1cccc(c1)[C@]1(O)CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccccc1,,,6.886056648,4.387216143,,,,,,
CN1c2ccc(cc2C(=NCC1=O)c1ccccc1F)[N+]([O-])=O,,,,,,,8.657577319,8.602059991,8.677780705,8.229147988
O[C@]1(CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccc(F)cc1)c1ccc(F)cc1,,,7.619788758,4.443697499,,,,,,
Brc1ccc-2c(c1)-c1nncn1Cc1c(I)ncn-21,,,,,,,,,8.107905397,
COc1ccc(OC)c(c1)-c1c(F)ccc2c(N)c(nnc12)C(=O)NC(C)C,,,,,,,,7.250031916,,
CCOC(=O)c1ncn-2c1Cc1cncnc1-c1ccccc-21,,,,,,,,,8.431798276,
Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)n1,,,,,,,6.769551079,7.337242168,8.522878745,7.602059991
CCNC(=O)N1Cc2c(ncn2-c2ccccc12)-c1noc(n1)C1CC1,,,,,,,,7.823908741,,
Fc1cc(cc(c1)-c1ccccc1C#N)-c1cnc2nc(ccn12)C(F)(F)F,,,,,,,8.27572413,7.853871964,8.795880017,7.853871964
FC(F)(F)Oc1ccc(cc1)-n1[nH]c2c3CCCCc3ncc2c1=O,,,,,,,8.13667714,8.327902142,,8.327902142
CCCCCc1ncn-2c1CN(C)C(=O)c1cc(Cl)ccc-21,,,,,,,5.688246139,5.537602002,6.432973634,5.536554968
CCc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1ccccc1SC,,,,,,6.978810701,,,,
CC(C)c1nnc2c3ccccc3c(OCc3ccccn3)nn12,,,,,,,6.795880017,7.251811973,8.096910013,7.408935393
Oc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)c(-c3cc(ccc3O)-c3cc(O)c4c(cc(O)cc4=O)o3)c2o1,,,,,0.55,,,,,
Fc1ccc(cc1)-c1cc(cnn1)-c1cccc(c1)C#N,,,,,,,,7.585026652,7.853871964,7.585026652
CN1Cc2c(ncn2-c2ccc(cc2C1=O)C#CC[Si](C)(C)C)C(=O)OC(C)(C)C,,,,,,,6.560667306,6.412289035,7.638272164,6.472370099
CNC(=O)c1cc2c(cn1)[nH]c1ccccc21,,,,,,,,6.523110431,,
Fc1ccc(cc1)C1CNC(=O)C11CCN(CC1)C1(CCCCC1)c1cccc(OC(F)(F)F)c1,,,4.667177914,,,,,,,
Cc1cnc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)s1,,,,,,,7,7.552841969,8.698970004,7.619788758
COc1cccc(COc2nn3c(nnc3c3ccccc23)-c2ccccc2)c1,,,,,,,6.096910013,6.769551079,6.823908741,7.180456064
O=c1n([nH]c2c3CCCCc3ncc12)-c1ccccn1,,,,,,,9.244125144,8.958607315,,8.958607315
CCC(C)NC(=O)C(=C/Nc1ccc(Cl)cc1)\C(=O)c1ccccc1Cl,,,,,7.698970004,,,,,
Fc1ccc(cc1-c1c(F)cccc1C#N)-c1cnc2nc(ccn12)C(F)(F)F,,,,,,,9.060480747,9.420216403,9.301029996,9.420216403
CNC(=O)c1ncn-2c1[C@@H](C)N=C(c1ccccc1F)c1cc(ccc-21)C#C,,,,,,,,6.180456064,,6.180456064
CCOC(=O)c1ccc(cc1)C1N(CCc2c[nH]c3ccccc23)C(=O)C(O)=C1C(C)=O,,4.823908741,,,,,,,,
CCOC(=O)c1cc2c(c[nH]1)nc1ccccc21,,,,,,,8.920818754,8.30980392,7.568636236,8.244125144
O=C1NCN(C2CCCC2)C11CCN(CC1)[C@H]1CCCC[C@H]1c1ccccc1,,,6.200659451,,,,,,,
OC1(CCCCC1N1CCC2(CC1)C(CNC2=O)c1ccc(F)cc1)c1ccccc1F,,,6.22475374,,,,,,,
N#Cc1cccc(c1)-c1cnnc(NCc2ccccc2)c1,,,,,,,,7.823908741,8.214670165,7.823908741
CC(C)Oc1ccc(OCC2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(F)c2)cc1,5.148741651,5.568636236,,,,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1ccccc1)-c1ccccc1F,,,,,,,9.408935393,9.113509275,,9.113509275
OC(=O)c1nc2n(n1)c1cc(Cl)c(Cl)cc1[nH]c2=O,,,,,,,,,,
C(Oc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1)c1cnc2ccccc2n1,,,,,,,7.086186148,7.468521083,8.408935393,7.585026652
COc1ccc(CCC2N(CCc3cc(OC)c(OC)cc23)C(=O)c2cccc(Br)c2)cc1,,4.958607315,,,,,,,,
CCOC(=O)c1ncn-2c1Cn1cnnc1-c1cc(O)ccc-21,,,,,,,,,9.22184875,
CC(C)(C)OC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(Br)ccc-21,,,,,,,6.823908741,6.910094889,8.397940009,7.30980392
CC(C)(O)c1ccn2c(cnc2n1)-c1ccc(F)c(c1)-c1ncc(F)cc1F,,,,,,,8.747146969,8.424812155,8.946921557,8.424812155
[O-][N+](=O)c1ccc(N2CCOCC2)c(c1)C(=O)N1CCN(CC1)c1cccc(Cl)c1,,,6.15490196,5.508638306,,,,,,
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1ccc(F)cc1C#N,,,,,,,8.920818754,8.677780705,,
COc1ccc(OC[C@H]2N(CCc3cc(OC(C)C)ccc23)C(=O)c2cccc(Cl)c2)cc1,5.522878745,5.508638306,,,,,,,,
CN1C(=O)NC(=O)\C1=C/c1c[nH]c2ccccc12,,,,,,,,,,
CCOc1cc2c(c[nH]1)nc1ccccc21,,,,,,,8.191789027,7.600326279,6.061480275,7.552841969
Cn1ncnc1COc1nn2c(nncc2c1-c1ccsc1)-c1ccccc1F,,,,,,,,10,,10
Cc1cc(no1)-c1nnc2c3CCCCc3c(OCc3ccccn3)nn12,,,,,,,8.37675071,8.455931956,9.124938737,8.795880017
O=C1NCC(c2ccccc2)C11CCN(CC1)C1(CCCCC1)C1CCCC1,,,5.20155654,,,,,,,
Fc1ccc(cc1)C(=O)NCC(=O)NC(c1ccccc1)c1cccc(Cl)c1,,,7.48148606,5.123782159,,,,,,
CC(C)(C)OC(=O)c1cc2c(c[nH]1)nc1ccccc21,,,,,,,9.142667504,7.823908741,6.954677021,7.721246399
[Br-].CCC[N+]12CC[C@@]34[C@@H]1C[C@@H]1[C@@H]5[C@@H]3N(c3ccccc43)C(=O)C[C@@H]5OCC=C1C2,,,,,,,,,,
Cn1ncnc1COc1nn2c(nncc2c1-c1cccc(F)c1F)-c1ccccc1F,,,,,,,,8.823908741,,8.823908741
CSc1sc(c2CC(C)(C)CC(=O)c12)-c1nc(C)no1,,,,,,,,6.732828272,7.431798276,6.732828272
COc1ccc(cc1)-c1cc(-c2cccs2)c(=O)n(C)c1-c1ccncc1,,,,,,,7.522878745,7.638272164,6.455931956,7.823908741
COC(=O)c1cc(-c2ccccc2)c(-c2ccc(cc2)N(C)C)n(C)c1=O,,,,,,,6.200659451,6.327902142,,6.568636236
Cc1cccc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2cnccn2)n1,,,,,,,7.075720714,7.54668166,8.744727495,7.974694135
COc1cc(cc(SC)c1C(=O)NC1(CCCN(C)C1)c1ccccc1)C(F)(F)F,,,7.619788758,,,,,,,
Fc1ccc(cc1)C(=O)NCC(=O)NC(c1ccccc1)c1ccncc1,,,6.13667714,,,,,,,
Cn1ccn2c(cnc2c1=O)-c1ccc(F)c(c1)-c1c(F)cccc1C#N,,,,,,,9.795880017,9.229147988,9.721246399,9.229147988
OC(=O)c1nc2n(n1)c1ccc(Br)cc1[nH]c2=O,,,,,,,,,,
COc1ccc(cc1)-n1[nH]c2c3CCCCc3ncc2c1=O,,,,,,,9.508638306,9.214670165,,9.214670165
CCOC(=O)c1ncn-2c1Cn1c(C)nnc1-c1cc(OC)ccc-21,,,,,,,,,7.838631998,
CC(C)(O)c1cnn2c(cnc2n1)-c1ccc(F)c(c1)-c1ncncc1C#N,,,,,,,9.173925197,8.48148606,,8.48148606
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)CCCC(O)=O,4.721246399,,,,,,,,,
Cn1cnn2c(cnc2c1=O)-c1ccc(F)c(c1)-c1ccc(F)cc1C#N,,,,,,,8.602059991,8.337242168,8.318758763,8.337242168
Br.OC(=O)CCCn1nc(ccc1=N)-c1ccc(OCc2cccc(c2)[N+]([O-])=O)cc1,,,,,8.522878745,,,,,
COc1cc(cc(c1C(=O)NC1(CCCN(C1)C(C)C)c1ccccc1)C(F)(F)F)C(F)(F)F,,,6.638272164,,,,,,,
FC(F)(F)C(OC(=O)c1cc2c(cn1)[nH]c1ccc(I)cc21)C(F)(F)F,,,,,,,7.107905397,6.521433504,6.166852888,6.882728704
CSc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1ccccc1,,,,,,5.885722703,,,,
O=C(OCCOCCOC(=O)c1ncn-2c1CN=C(c1ccccc1)c1cc(ccc-21)C#C)c1ncn-2c1CN=C(c1ccccc1)c1cc(ccc-21)C#C,,,,,,,6.337242168,5.301029996,5.301029996,
CC1CC(=O)c2c(SCc3ncn(C)n3)ccc(-c3nccs3)c2C1,,,,,,,7.420216403,7.698970004,9,7.795880017
COC(=O)CCCCO\N=C1/[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N(c2ccccc62)C1=O,,,,,,,,,,
Clc1ccc-2c(c1)-c1ncnn1Cc1c(ncn-21)C#N,,,,,,,,,8.193820026,
CCc1c(C#N)c(c(C(O)=O)n1C)-c1ccc(cc1)-c1ccc(C)cc1,,,,,,5.94195377,,,,
Cn1cnc(COc2nn3c(nnc3c3C4CCC(CC4)c23)-c2ccccc2)n1,,,,,,,7.508638306,7.795880017,8.677780705,8.096910013
Clc1ccc(cc1)C(NC(=O)CNC(=O)Cc1ccccc1)c1ccccc1,,,5.744727495,,,,,,,
Cn1ncnc1COc1nn2c(nnc2c2C3CCC(CC3)c12)-c1ccccc1,,,,,,,7.958607315,8.283996656,9.408935393,8.552841969
CN(C)c1cc(cnn1)-c1cccc(Br)c1,,,,,,,7.259637311,6.920818754,7.292429824,6.920818754
CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)C#C,,,,,,,7.119186408,7.37675071,8.167491087,7.327902142
COc1cccc(c1)N1CCN(CC1)C(=O)c1cc(ccc1N1CCOCC1)[N+]([O-])=O,,,6.27572413,5.080921908,,,,,,
CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1,,,,,,6.283996656,,,,
COC(=O)c1ccc(cc1)C1N(CCc2c(C)[nH]c3ccccc23)C(=O)C(OC(=O)C=C)=C1C(=O)c1cccnc1,,3.978810701,,,,,,,,
C(Oc1nn2c(nnc2c2ccccc12)-c1ccccc1)c1ccncn1,,,,,,,8.638272164,8.537602002,9.301029996,8.886056648
CCc1cnn(O)c1[C@@H](N)C(O)=O,,,,,,,,,,
Fc1cnc(c(F)c1)-c1cc(cnn1)-c1ccc(F)c(c1)-c1ncc(F)cc1F,,,,,,,8.823908741,7.962175249,7.91721463,8.070581074
CCC(C)Oc1cc2c(c[nH]1)nc1ccccc21,,,,,,,6.610833916,6.087246696,,6.060980224
CC(C)(C)OC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(C=C)ccc-21,,,,,,,7.301029996,7.455931956,8.619788758,7.585026652
O[C@]1(CCCC[C@H]1N1CCC2(CC1)N(CNC2=O)c1ccc(Cl)cc1)c1ccc(F)cc1,,,7.823908741,5.602059991,,,,,,
CCOC(=O)c1[nH]cc2nc3ccc(OC)cc3c2c1CC,,,,,,,8.795880017,8.537602002,9,8.552841969
NCCCNCCCCNCCCN,4,,,,,,,,,
COc1cccc(c1)C1(CCCCC1)N1CCC2(CC1)C(CNC2=O)c1ccccc1,,,5.251037139,,,,,,,
CCC12CC3CC(N)(C1)CC(C3)(C2)O[N+]([O-])=O,,,,,,,,,,
N#Cc1ccc(cc1)-c1cnnc(c1)-c1ccccc1,,,,,,,7.568636236,7.091514981,7.251811973,7.091514981
Cc1cccc(c1)N1CCN(CC1)C(=O)c1cc(ccc1N1CCOCC1)[N+]([O-])=O,,,5.958607315,5.397940009,,,,,,
C[C@H]1[C@H]2[C@@H](OC1=O)[C@H](O)[C@]13C4OC(=O)[C@]21OC1OC(=O)[C@H](O)C31[C@@H]([C@H]4O)C(C)(C)C,,,,,,,,,,
