smiles,pKi_hm,pKi_hd,pKi_hk,pEC50_hm,pEC50_hd,pEC50_hk
CCO[C@H](C)[C@@H]1C[C@]23C=C[C@]1(OC)[C@H]4Oc5c(O)ccc6C[C@H]2N(C)CCC34c56,,8.568636236,,8.30980392,7.619788758,9.214670165
CCCCOCO[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,,,8.27572413,,,7.698970004
CN1[C@H](CCNC(=O)c2cccs2)CN=C(c3ccccc3)c4ccccc14,7.259637311,6.2644011,8.886056648,,,
Fc1ccc(C[C@@H]2NC(=O)[C@@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@H]6CCCN6C2=O)cc1,6.677780705,,7.552841969,,,
FCCCC1OC2(CCN(Cc3ccccc3)CC2)c4ccccc14,6.696803943,6.679853714,6.463441557,,,
CC1OC2(CCN(CCc3ccccc3)CC2)CN(C1=O)c4cccc(O)c4,6.138465589,,,,,
CN([C@H]1CCCC[C@@H]1N2CCCC2)C(=O)C3C(=C3c4ccccc4)c5ccccc5,,,,,,7.494850022
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)N)C(=O)N2CC3(CCC3)C#N)c4ccccc4,7.769551079,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NCc3ccccc3O)C(=O)N2CC4CCC4)c5ccccc5,7.782516056,,,,,
COC(=O)N1CCN([C@@H]2[C@H](CCC[C@H]12)N3CC[C@H](O)C3)C(=O)Cc4ccc(F)c(F)c4,,,,,,7.958607315
CN[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3(O)CCC3)c4cnc(C)nc4)c5ccccc5,6.886056648,,,,,
CN([C@H](CN1CCCC1)c2cccc(NS(=O)(=O)C)c2)C(=O)Cc3ccc(cc3)C(F)(F)F,,,9.443697499,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NCc3cnccc3C)C(=O)N2CC4CCC4)c5ccccc5,7.809668302,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3cncnc3O)C(=O)N2CC4CCC4)c5ccccc5,7.795880017,,,,,
Oc1ccc2CC3N(CC4CC4)CCC56C(Oc1c25)C(=O)CCC36O,9.522878745,7.787546039,9.091514981,,,
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)[C@]6(CC[C@@]35C[C@@H]6CSc7nc(C)ns7)OC,5.811333015,5.004447285,6.398070317,,,
Oc1ccc2CC3NCC[C@@]45[C@H]3Cc6c([nH]c7ccccc67)[C@@H]4Oc1c25,,6.029188389,,,,
CO[C@]12CC[C@@]3(C[C@@H]1COCc4ccccc4)[C@H]5Cc6ccc(Br)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,7.307505592,,9.619788758,6.573765344,6.868092757,8.024108864
CN(C)[C@@]1(C[C@@]2(CN(C(=O)N2CC3CC3)c4ccc(cc4)C(C)(C)O)C1)c5cccc(F)c5,7.107905397,,,,,
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N,,,,10,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)CC4CC5CCC4C5)[C@H]6Cc7ccc(O)c8O[C@@H]2[C@]3(CCN6CC9CC9)c78,7.958607315,8.148741651,8.004364805,8.214670165,7.30980392,8.27572413
Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CC5)c2c1,10.22184875,9.657577319,10.52287875,8.958607315,,9.721246399
CC(=O)NCC1(Cc2ccccc2)C[C@@H]3CC[C@@H](C1)N3C(c4ccccc4Cl)c5ccccc5Cl,6.339134522,,,,,
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@H](CCCCN)C(=O)N3CCC(CC3)N4CCC[C@H]4C(=O)O,,,,,,10.12493874
Cl.Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@H](CC[C@@]36O)NC(=O)c7cccc8ccoc78,,7.522878745,,,,
CC(N1CC[C@H]1[C@@H](N)c2cccc(Cl)c2)c3ccccc3,4.973875483,4.407601154,5.387322082,,,
NC(=O)C1CCCN(C1)C2=Nc3ccccc3N(C4CCN(CC4)C5CCCCCCC5)C2=O,5.176721443,4.414798797,6.292429824,,,
CN(C)C1(Cc2ccccc2)CCN(CC1)c3cc(ccc3CNC(=O)Nc4cccc5NC(=O)C=Cc45)C(F)(F)F,6.619788758,,,,,
O=C(NC1CCCCC1)C2(CCCCC2)N(Cc3cccs3)C(=O)c4ccccn4,,,,,,6.935542011
CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,,,,4.033999142,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)c7cccnc7,9.124938737,7.397940009,9.795880017,,8.494850022,9.251811973
CCNC(=S)Nc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CC6CC6)cc2s1,6.886056648,6.823908741,7.744727495,,,
CC(C)[C@@H]1C[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC5CC5)CC1=O,8.70333481,,9.494850022,8.54515514,,8.216811309
CCCNC(=O)CN1C(=O)N(C[C@@]12CC[C@](CC2)(N(C)C)c3ccccc3)c4cnc(nc4)C#N,6.437707136,,,,,
COCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,7.353792388,6.886056648,6.60747891,,,
CN1CC[C@@]23[C@@H](CCC[C@@H]2Oc4c(O)cccc34)C1,9.30980392,,5.161150909,7.795880017,,
OC(=O)C1=Nc2ccccc2N([C@H]3C[C@H]4CC[C@@H](C3)N4C5CCCCCCCCCC5)C1=O,5.795880017,5.050609993,6.193820026,4.749579998,,5.707743929
COc1cc(CC(=O)N(C)[C@H](CN2CCCC2)c3ccccc3)c(cc1OC)S(=O)(=O)N4CCOCC4,7.823908741,8.026872146,9.259637311,,,9.769551079
C[C@@H](CN1[C@H](Cc2ccc(O)cc2)CN3[C@H](Cc4ccccc4)CN=C13)NC(=O)c5ccc(C)c(Br)c5,,,,,4.505970005,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)CCc7ccc(Cl)cc7,,9.22184875,,,,
CNC(=O)Nc1cccc(COC[C@H]2C[C@]34CC[C@]2(OC)[C@@H]5Oc6c(O)ccc7C[C@H]3N(CC8CC8)CC[C@@]45c67)c1,,,9.958607315,,,9.236572006
Cc1oc(cc1)C(CNC(=O)c2oc3ccc(F)cc3c2C)N4CCCC4,,,6.189767482,,,
CC(C)CCN(CC1=Cc2cc(C)ccc2NC1=O)C(=O)c3ccccn3,,,,,,4.882728704
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc6ccccc6)C(=O)N[C@@H](CCCCN)C(=O)N,8.301029996,,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NCc3ccnnc3)C(=O)N2CC4CCC4)c5ccccc5,7.709965389,,,,,
CC1[C@H]2Cc3ccc(cc3[C@@]1(C)CCN2CC4CC4)C(=O)NCCc5ccc(cc5)c6ccc(O)nc6,9.167491087,,,7.657577319,,
CC(C)N(C)S(=O)(=O)c1ccccc1c2ccc(CNC3CCCC3)cc2,6.407823243,,8.124938737,,,
CO[C@]12CC[C@@]3(C[C@]1(C)[C@H](O)c4cccc(F)c4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,,,9.886056648,,,
COc1ccc(C)c(OC(CCN2CCC(CC2)N3C(=O)N(Cc4ncn(C)n4)c5ccccc35)C(C)C)c1,7,,,,,
Cc1ccc(cc1)C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56,9.468521083,10,9.958607315,8.050609993,9.853871964,8.619788758
NCc1ccccc1C2(O)CCN(CC2)C(c3ccccc3Cl)c4ccccc4Cl,6.603800653,5.523168371,6.126679398,,,
C[C@H](NC(C)(C)CN(C)C(=O)C1(CC1)C(=O)N)c2ccccc2,,,5.330683119,,,
Cc1cc(C[C@H](N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N)cc(C)c1O,8.301029996,5.279262023,5.332547047,8.022276395,,
CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3cccc(CNS(=O)(=O)C)c3,5.721246399,5.823908741,8,,,7.494850022
CN(C)C1(Cc2ccccc2)CCN(CC1)c3cc(ccc3CNC(=O)Nc4ccc(CO)c(F)c4)C(F)(F)F,6.619788758,,,,,
O=C(NC1=CNC(=O)C=C1)C2=Nc3ccccc3N(C4CCN(CC4)C5CCCCCCC5)C2=O,5.668775219,4.802168307,6.407823243,,,
O=C(N1CCCCC1)c2ccc(Oc3ccc(CNCCc4ccccc4)cc3)nc2,6.410050399,,,,,
NCCCC[C@@H](NC(=O)CCCNC(=O)CNC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)O,,6.602059991,,,,
Cc1cccc(F)c1Nc2nc(cs2)c3sc(C)nc3C,,,,5.37675071,,
CN1Cc2cc(F)ccc2C3(CCN(CC3)C4CCC(CC4)C(C)(C)C)C1=O,5.455559863,,5.93930216,,,
C[C@@H](N(C)C(=O)C(N)Cc1c(C)cc(O)cc1C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NC(C(=C)C(=O)N)c4ccccc4,10.9625735,,,11.75202673,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]2CSSC[C@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](Cc4cccc5ccccc45)NC2=O)C(=O)N,,,7.677780705,,,
CSc1cc(ncn1)N2C[C@@]3(CC[C@](CC3)(N(C)C)c4ccccc4)N(CC5CCC5)C2=O,6.026872146,,,,,
CO[C@]12CC[C@@]3(C[C@@H]1COc4ccc(cc4)n5ccnc5)[C@H]6Cc7ccc(O)c8O[C@@H]2[C@]3(CCN6CC9CC9)c78,9.031517051,8.623423043,10.04575749,,5.217411293,
OC(CCN1CCC23CCCC[C@H]2[C@H]1Cc4cc(O)ccc34)c5cccs5,,6.958607315,,,,
CC1(C)C2CCC(CN3CCC(CC3)N4C(=O)Cc5ccccc45)C1C2,7.552841969,,6.756961951,,,
CCN1C(=O)N([C@@H]2CCN(C[C@H]2CO)C3CCCCCCC3)c4ccccc14,7.508638306,,,,,
COc1ccc(CN2CCC[C@@H]2CNC(=S)N3Cc4ccccc4C[C@H]3CNC(=O)Nc5ccccc5)cc1,7.638272164,,,,,
CCC(=O)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CCC3C(=O)O[C@@H](C[C@]3(C)C2C1=O)c4cocc4,,,8.142667504,,,7.690369833
NC(=O)c1cccc(c1)C2C[C@H]3CC[C@H](C2)N3CCCOc4ccccc4,9.700000504,8.397940009,,,,
COCO[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)C(=O)N4CCCCC4,,,7.229147988,,,
COC(=O)[C@@H]1C[C@@H](N(C)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,,,7.040958608,,,6.46470588
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(nc3)c4cccc5NC(=O)Cc45)c6cccs6,5.278601624,,,,,
C(Nc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)c6ccccc6,8.769551079,6.886056648,8.552841969,,,
CCCCCCC1(O)CCN(CC1)C(c2ccccc2)c3ccccc3,5.050658793,4.747996979,5.035221978,,,
CN(C)C1(Cc2ccccc2)CCN(CC1)c3cc(ccc3CNC(=O)Nc4cccc5ccc(O)cc45)C(F)(F)F,6.863279433,,,,,
CS(=O)(=O)CC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@H](C2)c3cccc(c3)C(=O)N)CC4CCCCC4,10,8.886056648,,,,
CCC(Oc1cc(C)ccc1Cl)C(O)CN2CCC(CC2)N3C(=O)Nc4ccccc34,7.346787486,,,,,
CC[C@]12CCN(C[C@@H](O)c3ccccc3)C[C@H]1Oc4ccc(O)cc24,6.22184875,5.603800653,5.231361899,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NC[C@@H]3C[C@H](O)C3)C(=O)N2CC4CCC4)c5ccccc5,7.116338565,,,,,
C[C@H]1C2Cc3ccc(Nc4ccc(cc4)C(F)(F)F)cc3[C@@]1(C)CCN2CC5CC5,,6.744727495,,,,
COCCCN1C(=O)N(CC(=O)N2CCNC(=O)C2)C[C@@]13CC[C@](CC3)(N(C)C)c4ccccc4,6.494850022,,,,,
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7ccccn7,8.229147988,6.66756154,6.555955204,7.585026652,,
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](Cc3ccccc3)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc4ccc(O)cc4)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc5cnc[nH]5)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)O,9.026872146,9,7.943095149,,,
COc1ccc2C[C@H]3N(Cc4ccccc4)CC[C@@]5(CC6=C(C[C@@]35O)C=C(C(=O)N)C(=O)N6)c2c1,5.252355181,,5.800793521,,,
C(c1ccccc1)n2ccnc2C3(CCN(CC3)c4nccs4)c5ccccc5,,7.102372909,5.59636481,,7.008773924,
C(C1CCCCCCC1)N2CCC(CC2)c3c[nH]c4ncccc34,5.698970004,,5.410050399,,,
O=C(Cc1cccc2sccc12)N3CC4CCCN4[C@@H]5CCCC[C@@H]35,4.756961951,,4.552841969,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)Nc3ccc(O)cn3)C(=O)N2CC4CCC4)c5ccccc5,7.522878745,,,,,
CO[C@]12CC[C@@]3(C[C@@H]1[C@@H](O)Cc4ccccc4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CCN5CC8CC8)c67,,,10.38721614,,,10.11918641
CO[C@]12CC[C@@]3(C[C@@H]1COCc4ccccc4)[C@H]5Cc6ccc(OCc7nn[nH]n7)c8O[C@@H]2[C@]3(CCN5CC9CC9)c68,7.690582774,6.327994555,7.485850866,7.222210813,6.387640052,7.516698048
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NC3CC3)C(=O)N2CC4CCC4)c5ccccc5,7.899629455,,,,,
Ic1ccc(NC(=O)Nc2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CC6)c3c2)cc1,7.638272164,7.026872146,7.920818754,,,
CCO[C@H](C)O[C@H]1C[C@@H](C(=O)OC)[C@]2(C)CC[C@H]3C(=O)O[C@@H](C[C@]3(C)[C@H]2C1=O)c4cocc4,,,5.909036923,,,
CCN[C@@]1(CC[C@@]2(CC1)CN(C(=O)N2)c3ccccc3C#N)c4ccccc4,5.403952992,,,,,
CN1C(CN2CCC3(CC2)CCc4ccccc34)Cc5ccccc5C1=O,6.63638802,,,,,
OC(=O)C1=Nc2ccccc2N([C@H]3C[C@H]4CCC[C@@H](C3)N4C56CC7CC(CC(C7)C5)C6)C1=O,4.764976841,4.404547871,5.298000525,,,
COc1ccc(CN(Cc2ccc(OC)cc2)c3ccc4C[C@@H]5[C@@H]6CCCC[C@]6(CCN5CC7CC7)c4c3)cc1,8.602059991,6.920818754,8.408935393,,,
CC[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N(C3CCN(CCc4ccccc4)CC3)c5ccccc5,,8.552841969,,,8.236572006,
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@H](CCCCNC(=N)N)C(=O)N3CCCN(CC3)C(=N)N,,,,,,10.67778071
CC(C)[C@@H]1CC[C@@H](CC1)N2CCC(CC2)n3cc(CN4CCCC4)c5ccccc35,6.343901798,,6.336299075,,,
COc1ccc(cc1)C2CC=CCN(C(CN3CCCC3)c4ccccc4)C2=O,,,7.657577319,,,
CNC1(CCC(CC1)(N(C)C)c2ccc(cc2)C(F)(F)F)c3ccccc3,5.924453039,,,,,
COc1cc(C)c2C[C@@H]3[C@@H]4C[C@@H](C)[C@@H](F)[C@@H]5Oc1c2[C@]45CCN3C,,,,5.494850022,5.494850022,5
Fc1cc(Br)ccc1CN2CCC(CC2)N3C(=O)Nc4c(Cl)c(Cl)cc(Cl)c34,,,,5.753501419,,
OC(=O)C1=Nc2ccccc2N([C@H]3C[C@H]4CCC[C@@H](C3)N4C5CCCCCCCC5)C1=O,6.155522824,5.501000636,6.425968732,,,
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,7.387216143,8.040958608,6.393618635,,,
Cl.Oc1cccc(CCN(CCc2ccccc2)CC3CCCCC3)c1F,6.07007044,,10.39794001,,,8.552841969
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7COCc8cccc(CC(=O)O)c8)OC,6.303006182,,7.059135024,,,6.20408524
CN(C)CC1(C[C@@H]2CC[C@@H](C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccccc5,5.827981191,,,,,
C(C[C@]1(CCOC2(CCCC2)C1)c3ccccn3)NCc4ccccc4,,,,6.801342913,,
CN(C)[C@@]1(CC[C@@]2(CC1)CN(C(=O)N2)c3cnc(cc3C)C(F)(F)F)c4cccs4,7.853871964,,,,,
NC(=O)[C@H]1C[C@@]2(O)[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC5CC5)C1,7.991399828,,9.075720714,,7.122053048,8.158015195
COc1ccc(CC(=O)NC2CCC3(O)C4Cc5ccc(O)c6OC2C3(CCN4CC7CC7)c56)cc1,9.568636236,7.70092874,9.37675071,,,
CCCC[C@@H](NC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)C(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N3CCC(CC3)N(C(=O)CC)c4ccccc4,,7.721246399,,,7.522878745,
Cc1n[nH]c2[C@@H]3Oc4c(O)ccc5C[C@H]6N(CC7CC7)CC[C@@]3(c45)[C@@]6(O)Cc12,7.619788758,8.920818754,,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7CNCC(=O)N)OC,7.255472327,,7.80106813,6.235614619,,5.904408768
CC[C@@]12CCN(C[C@@H](O)c3ccccc3)C[C@@H]1Oc4ccc(O)cc24,8.031517051,6.353596274,6.384049948,,,
CN(C)C1(CCC(CC1)(N(C)C)c2[nH]c3ccccc3c2C)c4ccccc4,6.387216143,,,,,
Cc1ccc(C)c(c1)n2nc(C)c3C(=O)CC(C)(C)Cc23,,,,5,,
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)c3ccc4cc(O)ccc4c3,,,,6.920818754,6.420216403,8.22184875
CCNC(=O)c1ccc(cc1)\C(=C/2\C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)\c5ccccc5,,8.327902142,,,,
CC(C)N(CCN1CN(c2ccccc2)C3(CCN(CC3)C4CCC(C)(C)c5ccccc45)C1=O)C(C)C,7.086186148,5.525783736,7.065501549,,,
CN1C(CCNC(=O)c2ccccc2F)CN=C(c3ccccc3)c4cc(Cl)ccc14,,,8.823908741,,,
COc1ccc(cc1OC)S(=O)(=O)N2CCN(C(CN3CCCC3)C2)C(=O)CN4C(=O)Oc5ccc(Cl)cc45,,,,,,6.494850022
O=C(Cc1cn2ccccc2n1)NCC3(CCC3)c4ccccc4,,,5.866461092,,,
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@H](Cc5cccc6ccccc56)C(=O)N,,,,7.086186148,,
C[C@@H]([C@H](NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N)c5ccccc5,,9.180456064,,,,
CN(C\C=C\c1ccccc1)C2CCc3ccc(O)cc3C2(C)C,7.397940009,6.228412519,6.684029655,,,
COC(=O)[C@@H]1C[C@H](OC(=O)[C@@H](N)C(C)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]3C(=O)O[C@@H](C[C@]23C)c4cocc4,,,7.37675071,,,6.671620397
COC1(C2CCCC1CN(Cc3cncn3C)C2)c4ccnc(c4)C(=O)N,8.522878745,,,,,
NC(=O)c1ccc(Oc2ccc(CCNCc3ccccc3)cc2)nc1,8.638272164,7.638272164,7.744727495,,,
CC1CN(CCC(=O)NC(CC2CCCCC2)C(=O)O)CCC1(C)c3cccc(O)c3,7.698970004,6.769551079,,,,
Cl.Oc1ccc2C[C@H]3N(CC(F)F)CC[C@@]45[C@@H](Oc1c24)c6nc7ccccc7cc6C[C@@]35O,,7.744727495,,,,
C[C@H](NC(=O)C[C@H]1C[C@@]2(O)[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC5CC5)CC1=O)C(=O)O,,,6.71976319,7.359021943,,6.655784624
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4cccc(c4)N5CCCC5)c6ccccc6,5.954677021,,,,,
CCN(CC)CC.NS(=O)(=O)c1ccc(cc1)c2cc(cc(c2)n3cc(nn3)c4ccc(cc4)C(F)(F)F)C(=O)O,,5.4867824,,,,
C[C@H]1C2Cc3cc(N)c(cc3[C@@]1(C)CCN2CC4CC4)C(=O)N,7.055517328,5.698970004,7.494850022,,,
Nc1nc2C[C@]34CCN(CC5CC5)[C@H](Cc6ccc(O)cc36)[C@@H]4Cc2s1,9.920818754,9.638272164,10.15490196,9.397940009,9.769551079,9.468521083
OC(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,,7.958607315,,,6.657577319,
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c2ccccc2,,,,,4.186592497,
CN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NCC#N)C(=O)N2CC3CCC3)c4ccccc4,7.728158393,,,,,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7c8ccc(cc8)\N=N\c9ccc(O)cc9)OC,,,5.799149502,,,
CCC(CC)CN(CCCCN1[C@@H]2CC[C@H]1C[C@H](C2)c3cccc(c3)C(=O)N)C(=O)CO,9.200000237,7.698970004,,,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2)c3cnc(N(C)CCO)c(c3)C(F)(F)F)c4ccccc4,5.744727495,,,,,
CC[C@]12CCN(CC3CC3)[C@H]([C@H]1C)C(=O)c4ccc(O)cc24,,,9.408935393,,,8.657577319
CNC(=O)COCC(=O)NCCCCNC(=O)COCC(=O)N[C@H]1CC[C@@]2(O)[C@H]3Cc4cc(O)cc5O[C@@H]1[C@]2(CCN3C)c45,10.52578374,,,,,
CCN(CC)C(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3C)c4ccc(OC)cc4,5.824198367,8.455931956,,,7.568636236,
CN1CC[C@]23CC(=O)CCC2[C@H]1Cc4ccc(C(=O)NCCc5nc6ccccc6[nH]5)c(O)c34,8.769551079,6.552841969,6.397940009,,,
C(CCOc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)COc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6,7.537602002,6.13667714,7.744727495,,,
CC(C)C[C@H]1CN2[C@@H](Cc3ccc(O)cc3)CN4[C@H](CN=C4C=C2N1CCc5ccccc5)C(C)C,,,,,6.436518915,
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7C(NC(C)C(=O)O)c8ccccc8)OC,,,6.858801155,6.421143124,,5.783839378
COC1(C2CCCC1CN(CC3CC3)C2)c4ccnc(c4)C(=O)N,8.522878745,,,,,
CCN(CC)C(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3CCc4c[nH]c5ccccc45)c6ccccc6,6.472370099,8.455931956,,,7.795880017,
COCCOCCOCCOCCOCCOc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@]7(CC[C@@]36C[C@@H]7COCc8ccccc8)OC,7.569924944,6.569247896,7.994390555,6.576655806,7.058140873,7.374378919
COc1ccc2CC3N(C)CC[C@@]4([C@@H]5\C(=C\C)\C[C@]34Cc6c5[nH]c7ccccc67)c2c1O,6.913640169,7.080921908,6.621602099,5.784098187,6.655607726,5.655607726
Cc1ccccc1c2cnc3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@]7(Cc3c2)OCCCc9ccccc9,6.628932138,7.013228266,6.818156412,8.259637311,,
CN(C)[C@@]1(CC[C@]2(CC1)CN(C(=O)N2CC3CCC3)c4ncc(cn4)C(=O)N)c5ccccc5,7.346787486,,,,,
CC(C)(C)c1ccc(cc1)c2nncn2c3cccc(O)c3,,5,,,,
Fc1cccc(F)c1CSc2nnc(c3ccccn3)n2Cc4cccs4,,,,,,4.744727495
CCN(C)[C@@]1(CC[C@]2(CC1)CN(CC(=O)NCC(=O)N)C(=O)N2CC3CCC3)c4ccccc4,6.408935393,,,,,
C[C@H]1CN(Cc2ccc(cc2)N(C)C)CC[C@@]1(C)c3cccc(c3)C(=O)N,8.27572413,,6.337242168,,,
